LMGL05030001,S-TGD-1-PA,"3-HSO3-Gal-alpha1-6-Man-beta1-2-Glc-alpha1-1-[2,3-di-O-phytanyl-sn-glycerol]-6-[phospho-2,3-di-O-phytanyl-sn-glycerol]",C104H205O26PS   ,1933.4178,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldialkylglycerols [GL0503]
LMGL02010456,DG(15:1(9Z)/18:1(9Z)/0:0)[iso2],1-(9Z-pentadecenoyl)-2-(9Z-octadecenoyl)-sn-glycerol,C36H66O5   ,578.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL04010001,-,1-hexadecanyl-2-((2'-alpha-glucosyl)-beta-glucosyl)-3-beta-xylosyl-sn-glycerol,C36H68O17   ,772.4457,Glycerolipids [GL],Glycosylmonoradylglycerols [GL04],Glycosylmonoacylglycerols [GL0401]
LMGL02010013,DG(16:1(9Z)/17:0/0:0)[iso2],1-(9Z-hexadecenoyl)-2-heptadecanoyl-sn-glycerol,C36H68O5   ,580.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010014,DG(16:0/17:1(9Z)/0:0)[iso2],1-hexadecanoyl-2-(9Z-heptadecenoyl)-sn-glycerol,C36H68O5   ,580.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010365,DG(13:0/20:1(11Z)/0:0)[iso2],1-tridecanoyl-2-(11Z-eicosenoyl)-sn-glycerol,C36H68O5   ,580.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010411,DG(14:1(9Z)/19:0/0:0)[iso2],1-(9Z-tetradecenoyl)-2-nonadecanoyl-sn-glycerol,C36H68O5   ,580.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010432,DG(15:0/18:1(9Z)/0:0)[iso2],1-pentadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol,C36H68O5   ,580.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010455,DG(15:1(9Z)/18:0/0:0)[iso2],1-(9Z-pentadecenoyl)-2-octadecanoyl-sn-glycerol,C36H68O5   ,580.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010012,DG(16:0/17:0/0:0)[iso2],1-hexadecanoyl-2-heptadecanoyl-sn-glycerol,C36H70O5   ,582.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010346,DG(12:0/21:0/0:0)[iso2],1-dodecanoyl-2-heneicosanoyl-sn-glycerol,C36H70O5   ,582.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010364,DG(13:0/20:0/0:0)[iso2],1-tridecanoyl-2-eicosanoyl-sn-glycerol,C36H70O5   ,582.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010387,DG(14:0/19:0/0:0)[iso2],1-tetradecanoyl-2-nonadecanoyl-sn-glycerol,C36H70O5   ,582.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010431,DG(15:0/18:0/0:0)[iso2],1-pentadecanoyl-2-octadecanoyl-sn-glycerol,C36H70O5   ,582.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010007,DG(17:1(9Z)/18:1(9Z)/0:0),1-(9Z-heptadecenoyl)-2-(9Z-octadecenoyl(13C))-sn-glycerol,C37[13]CH70O5   ,607.5257,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010353,"DG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","1-dodecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C37H60O5   ,584.4441,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010417,"DG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]","1-(9Z-tetradecenoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",C37H60O5   ,584.4441,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010352,"DG(12:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","1-dodecanoyl-2-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C37H62O5   ,586.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010393,"DG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]","1-tetradecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",C37H62O5   ,586.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010416,"DG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","1-(9Z-tetradecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C37H62O5   ,586.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010499,"DG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)/0:0)[iso2]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-(9Z-hexadecenoyl)-sn-glycerol",C37H62O5   ,586.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010028,"DG(17:2(9Z,12Z)/17:2(9Z,12Z)/0:0)","1,2-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010035,"DG(16:1(9Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]","1-(9Z-hexadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010351,"DG(12:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]","1-dodecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010392,"DG(14:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","1-tetradecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010415,"DG(14:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","1-(9Z-tetradecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010475,"DG(18:3(6Z,9Z,12Z)/16:1(9Z)/0:0)[iso2]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-(9Z-hexadecenoyl)-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010498,"DG(18:4(6Z,9Z,12Z,15Z)/16:0/0:0)[iso2]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-hexadecanoyl-sn-glycerol",C37H64O5   ,588.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010024,"DG(17:1(9Z)/17:2(9Z,12Z)/0:0)[iso2]","1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010031,"DG(16:1(9Z)/18:2(9Z,12Z)/0:0)[iso2]","1-(9Z-hexadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010032,"DG(16:0/18:3(9Z,12Z,15Z)/0:0)[iso2]","1-hexadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010350,"DG(12:0/22:3(10Z,13Z,16Z)/0:0)[iso2]","1-dodecanoyl-2-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010391,"DG(14:0/20:3(8Z,11Z,14Z)/0:0)[iso2]","1-tetradecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010414,"DG(14:1(9Z)/20:2(11Z,14Z)/0:0)[iso2]","1-(9Z-tetradecenoyl)-2-(11Z,14Z-eicosadienoyl)-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010474,"DG(18:3(6Z,9Z,12Z)/16:0/0:0)[iso2]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-hexadecanoyl-sn-glycerol",C37H66O5   ,590.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010312,DG(17:0/0:0/17:0) (d5),"1,3-diheptadecanoyl-2-hydroxy-glycerol (d5)",C37H67D5O5   ,601.5689,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02030032,-,1-tetradecanyl-2-(8-[3]-ladderane-octanyl)-sn-glycerol,C37H68O3   ,560.5168,Glycerolipids [GL],Diradylglycerols [GL02],Dialkylglycerols [GL0203]
LMGL02030033,-,1-(15-methyl-tridecanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol,C37H68O3   ,560.5168,Glycerolipids [GL],Diradylglycerols [GL02],Dialkylglycerols [GL0203]
LMGL02010021,DG(17:1(9Z)/17:1(9Z)/0:0),"1,2-di-(9Z-heptadecenoyl)-sn-glycerol",C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010022,"DG(17:0/17:2(9Z,12Z)/0:0)[iso2]","1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010026,DG(16:1(9Z)/18:1(9Z)/0:0)[iso2],1-(9Z-hexadecenoyl)-2-(9Z-octadecenoyl)-sn-glycerol,C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010027,"DG(16:0/18:2(9Z,12Z)/0:0)[iso2]","1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycerol",C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010349,"DG(12:0/22:2(13Z,16Z)/0:0)[iso2]","1-dodecanoyl-2-(13Z,16Z-docosadienoyl)-sn-glycerol",C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010390,"DG(14:0/20:2(11Z,14Z)/0:0)[iso2]","1-tetradecanoyl-2-(11Z,14Z-eicosadienoyl)-sn-glycerol",C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010413,DG(14:1(9Z)/20:1(11Z)/0:0)[iso2],1-(9Z-tetradecenoyl)-2-(11Z-eicosenoyl)-sn-glycerol,C37H68O5   ,592.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010004,DG(18:1(11E)/16:0/0:0),1-(11E-octadecenoyl)-2-hexadecanoyl-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010005,DG(18:1(9Z)/16:0/0:0),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010006,DG(16:0/18:1(9Z)/0:0),1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010018,DG(17:0/17:1(9Z)/0:0)[iso2],1-heptadecanoyl-2-(9Z-heptadecenoyl)-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010023,DG(16:1(9Z)/18:0/0:0)[iso2],1-(9Z-hexadecenoyl)-2-octadecanoyl-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010307,DG(16:0/18:1(11Z)/0:0),1-hexadecanoyl-2-(11Z-octadecenoyl)-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010348,DG(12:0/22:1(11Z)/0:0)[iso2],1-dodecanoyl-2-11Z-docosenoyl-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010389,DG(14:0/20:1(11Z)/0:0)[iso2],1-tetradecanoyl-2-(11Z-eicosenoyl)-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010412,DG(14:1(9Z)/20:0/0:0)[iso2],1-(9Z-tetradecenoyl)-2-eicosanoyl-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010459,DG(15:1(9Z)/19:0/0:0)[iso2],1-(9Z-pentadecenoyl)-2-nonadecanoyl-sn-glycerol,C37H70O5   ,594.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02020001,DG(O-16:0/18:1(9Z)),1-O-hexadecyl-2-(9Z-octadecenoyl)-sn-glycerol,C37H72O4   ,580.5431,Glycerolipids [GL],Diradylglycerols [GL02],"1-alkyl,2-acylglycerols [GL0202]"
LMGL02010003,DG(18:0/16:0/0:0),1-octadecanoyl-2-hexadecanoyl-sn-glycerol,C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010015,DG(17:0/17:0/0:0),"1,2-diheptadecanoyl-sn-glycerol",C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010020,DG(16:0/18:0/0:0)[iso2],1-hexadecanoyl-2-octadecanoyl-sn-glycerol,C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010347,DG(12:0/22:0/0:0)[iso2],1-dodecanoyl-2-docosanoyl-sn-glycerol,C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010370,DG(13:0/21:0/0:0)[iso2],1-tridecanoyl-2-heneicosanoyl-sn-glycerol,C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010388,DG(14:0/20:0/0:0)[iso2],1-tetradecanoyl-2-eicosanoyl-sn-glycerol,C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010435,DG(15:0/19:0/0:0)[iso2],1-pentadecanoyl-2-nonadecanoyl-sn-glycerol,C37H72O5   ,596.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010377,"DG(13:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","1-tridecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C38H62O5   ,598.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010465,"DG(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]","1-(9Z-pentadecenoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",C38H62O5   ,598.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010502,"DG(18:4(6Z,9Z,12Z,15Z)/17:2(9Z,12Z)/0:0)[iso2]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C38H62O5   ,598.4597,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010051,"DG(17:2(9Z,12Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C38H64O5   ,600.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010376,"DG(13:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","1-tridecanoyl-2-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C38H64O5   ,600.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010441,"DG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]","1-pentadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",C38H64O5   ,600.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010464,"DG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","1-(9Z-pentadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C38H64O5   ,600.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010478,"DG(18:3(6Z,9Z,12Z)/17:2(9Z,12Z)/0:0)[iso2]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C38H64O5   ,600.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010501,"DG(18:4(6Z,9Z,12Z,15Z)/17:1(9Z)/0:0)[iso2]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-(9Z-heptadecenoyl)-sn-glycerol",C38H64O5   ,600.4754,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010044,"DG(17:2(9Z,12Z)/18:2(9Z,12Z)/0:0)[iso2]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010045,"DG(17:1(9Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]","1-(9Z-heptadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010375,"DG(13:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]","1-tridecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010440,"DG(15:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","1-pentadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010463,"DG(15:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","1-(9Z-pentadecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010477,"DG(18:3(6Z,9Z,12Z)/17:1(9Z)/0:0)[iso2]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-(9Z-heptadecenoyl)-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010500,"DG(18:4(6Z,9Z,12Z,15Z)/17:0/0:0)[iso2]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heptadecanoyl-sn-glycerol",C38H66O5   ,602.491,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010038,"DG(17:2(9Z,12Z)/18:1(9Z)/0:0)[iso2]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z-octadecenoyl)-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010039,"DG(17:1(9Z)/18:2(9Z,12Z)/0:0)[iso2]","1-(9Z-heptadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010040,"DG(17:0/18:3(9Z,12Z,15Z)/0:0)[iso2]","1-heptadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010374,"DG(13:0/22:3(10Z,13Z,16Z)/0:0)[iso2]","1-tridecanoyl-2-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010439,"DG(15:0/20:3(8Z,11Z,14Z)/0:0)[iso2]","1-pentadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010462,"DG(15:1(9Z)/20:2(11Z,14Z)/0:0)[iso2]","1-(9Z-pentadecenoyl)-2-(11Z,14Z-eicosadienoyl)-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010476,"DG(18:3(6Z,9Z,12Z)/17:0/0:0)[iso2]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heptadecanoyl-sn-glycerol",C38H68O5   ,604.5067,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010033,"DG(17:2(9Z,12Z)/18:0/0:0)[iso2]","1-(9Z,12Z-heptadecadienoyl)-2-octadecanoyl-sn-glycerol",C38H70O5   ,606.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010034,"DG(17:0/18:2(9Z,12Z)/0:0)[iso2]","1-heptadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycerol",C38H70O5   ,606.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010373,"DG(13:0/22:2(13Z,16Z)/0:0)[iso2]","1-tridecanoyl-2-(13Z,16Z-docosadienoyl)-sn-glycerol",C38H70O5   ,606.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010438,"DG(15:0/20:2(11Z,14Z)/0:0)[iso2]","1-pentadecanoyl-2-(11Z,14Z-eicosadienoyl)-sn-glycerol",C38H70O5   ,606.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010461,DG(15:1(9Z)/20:1(11Z)/0:0)[iso2],1-(9Z-pentadecenoyl)-2-(11Z-eicosenoyl)-sn-glycerol,C38H70O5   ,606.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010523,DG(19:1(9Z)/16:1(9Z)/0:0)[iso2],1-9Z-nonadecenoyl-2-(9Z-hexadecenoyl)-sn-glycerol,C38H70O5   ,606.5223,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010029,DG(17:1(9Z)/18:0/0:0)[iso2],1-(9Z-heptadecenoyl)-2-octadecanoyl-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010030,DG(17:0/18:1(9Z)/0:0)[iso2],1-heptadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010041,DG(16:1(9Z)/19:0/0:0)[iso2],1-(9Z-hexadecenoyl)-2-nonadecanoyl-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010372,DG(13:0/22:1(11Z)/0:0)[iso2],1-tridecanoyl-2-11Z-docosenoyl-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010418,DG(14:1(9Z)/21:0/0:0)[iso2],1-(9Z-tetradecenoyl)-2-heneicosanoyl-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010437,DG(15:0/20:1(11Z)/0:0)[iso2],1-pentadecanoyl-2-(11Z-eicosenoyl)-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010460,DG(15:1(9Z)/20:0/0:0)[iso2],1-(9Z-pentadecenoyl)-2-eicosanoyl-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010522,DG(19:1(9Z)/16:0/0:0)[iso2],1-9Z-nonadecenoyl-2-hexadecanoyl-sn-glycerol,C38H72O5   ,608.538,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010025,DG(17:0/18:0/0:0)[iso2],1-heptadecanoyl-2-octadecanoyl-sn-glycerol,C38H74O5   ,610.5536,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010036,DG(16:0/19:0/0:0)[iso2],1-hexadecanoyl-2-nonadecanoyl-sn-glycerol,C38H74O5   ,610.5536,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010371,DG(13:0/22:0/0:0)[iso2],1-tridecanoyl-2-docosanoyl-sn-glycerol,C38H74O5   ,610.5536,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010394,DG(14:0/21:0/0:0)[iso2],1-tetradecanoyl-2-heneicosanoyl-sn-glycerol,C38H74O5   ,610.5536,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
LMGL02010436,DG(15:0/20:0/0:0)[iso2],1-pentadecanoyl-2-eicosanoyl-sn-glycerol,C38H74O5   ,610.5536,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201]
